"Code","market"
"IL0443","Effingham:IL"
"IL0245","Chicago-Naperville, IL-IN-WI CSA"
"IL0403","Chicago-Naperville, IL-IN-WI CSA"
"IL0273","Chicago-Naperville, IL-IN-WI CSA"
"IL0409","Quincy-Hannibal, IL-MO CSA"
"IL0508","Springfield-Jacksonville-Lincoln, IL CSA"
"IL0445","Rockford-Freeport-Rochelle, IL CSA"
"IL0364","Chicago-Naperville, IL-IN-WI CSA"
"IL0391","Chicago-Naperville, IL-IN-WI CSA"
"IL0486","Chicago-Naperville, IL-IN-WI CSA"
"IL0448","Chicago-Naperville, IL-IN-WI CSA"
"IL0232","Chicago-Naperville, IL-IN-WI CSA"
"IL0507","Champaign:IL"
"IL0506","Bloomington-Pontiac, IL CSA"
"IL0498","St. Louis-St. Charles-Farmington, MO-IL CSA"
"IL0231","Chicago-Naperville, IL-IN-WI CSA"
"IL0435","Chicago-Naperville, IL-IN-WI CSA"
"IL0162","Chicago-Naperville, IL-IN-WI CSA"
"IL0196","Chicago-Naperville, IL-IN-WI CSA"
"IL0393","Bloomington-Pontiac, IL CSA"
"IL0436","Chicago-Naperville, IL-IN-WI CSA"
"IL0449","Chicago-Naperville, IL-IN-WI CSA"
"IL0386","Chicago-Naperville, IL-IN-WI CSA"
"IL0217","Davenport-Moline, IA-IL CSA"
"IL0439","Springfield-Jacksonville-Lincoln, IL CSA"
"IL0247","Chicago-Naperville, IL-IN-WI CSA"
"IL0303","Chicago-Naperville, IL-IN-WI CSA"
"IL0452","Chicago-Naperville, IL-IN-WI CSA"
"IL0493","Chicago-Naperville, IL-IN-WI CSA"
"IL0259","Chicago-Naperville, IL-IN-WI CSA"
"IL0492","Chicago-Naperville, IL-IN-WI CSA"
"IL0485","Chicago-Naperville, IL-IN-WI CSA"
"IL0469","Chicago-Naperville, IL-IN-WI CSA"
"IL0397","Chicago-Naperville, IL-IN-WI CSA"
"IL0309","Champaign:IL"
"IL0405","Chicago-Naperville, IL-IN-WI CSA"
"IL0376","Chicago-Naperville, IL-IN-WI CSA"
"IL0204","Chicago-Naperville, IL-IN-WI CSA"
"IL0171","Williamson:IL"
"IL0219","Chicago-Naperville, IL-IN-WI CSA"
"IL0249","Chicago-Naperville, IL-IN-WI CSA"
"IL0257","Chicago-Naperville, IL-IN-WI CSA"
"IL0487","Paducah-Mayfield, KY-IL CSA"
"IL0457","Chicago-Naperville, IL-IN-WI CSA"
"IL0475","Davenport-Moline, IA-IL CSA"
"IL0251","Tazewell:IL"
"IL0499","Chicago-Naperville, IL-IN-WI CSA"
"IL0295","Chicago-Naperville, IL-IN-WI CSA"
"IL0412","Chicago-Naperville, IL-IN-WI CSA"
"IL0500","Chicago-Naperville, IL-IN-WI CSA"
"IL0470","Chicago-Naperville, IL-IN-WI CSA"
"IL0465","Chicago-Naperville, IL-IN-WI CSA"
"IL0106","Warren:IL"
"IL0458","Chicago-Naperville, IL-IN-WI CSA"
"IL0357","Jo Daviess:IL"
"IL0169","Piatt:IL"
"IL0229","Carroll:IL"
"IL0365","Chicago-Naperville, IL-IN-WI CSA"
"IL0479","Chicago-Naperville, IL-IN-WI CSA"
"IL0314","Williamson:IL"
"IL0462","Chicago-Naperville, IL-IN-WI CSA"
"IL0255","Chicago-Naperville, IL-IN-WI CSA"
"IL0438","Rockford-Freeport-Rochelle, IL CSA"
"IL0318","Edgar:IL"
"IL0421","Peoria:IL"
"IL0437","Springfield-Jacksonville-Lincoln, IL CSA"
"IL0359","Chicago-Naperville, IL-IN-WI CSA"
"IL0432","St. Louis-St. Charles-Farmington, MO-IL CSA"
"IL0476","Chicago-Naperville, IL-IN-WI CSA"
"IL0265","Chicago-Naperville, IL-IN-WI CSA"
"IL0502","Chicago-Naperville, IL-IN-WI CSA"
"IL0447","Chicago-Naperville, IL-IN-WI CSA"
"IL0223","Chicago-Naperville, IL-IN-WI CSA"
"IL0310","Quincy-Hannibal, IL-MO CSA"
"IL0370","Chicago-Naperville, IL-IN-WI CSA"
"IL0489","Chicago-Naperville, IL-IN-WI CSA"
"IL0291","Chicago-Naperville, IL-IN-WI CSA"
"IL0459","Chicago-Naperville, IL-IN-WI CSA"
"IL0433","Chicago-Naperville, IL-IN-WI CSA"
"IL0252","Chicago-Naperville, IL-IN-WI CSA"
"IL0464","Chicago-Naperville, IL-IN-WI CSA"
"IL0413","Chicago-Naperville, IL-IN-WI CSA"
"IL0398","Rockford-Freeport-Rochelle, IL CSA"
"IL0426","Chicago-Naperville, IL-IN-WI CSA"
"IL0294","Rockford-Freeport-Rochelle, IL CSA"
"IL0501","Chicago-Naperville, IL-IN-WI CSA"
"IL0264","St. Louis-St. Charles-Farmington, MO-IL CSA"
"IL0152","Carroll:IL"
"IL0319","Shelby:IL"
"IL0401","Chicago-Naperville, IL-IN-WI CSA"
"IL0375","Chicago-Naperville, IL-IN-WI CSA"
"IL0481","Chicago-Naperville, IL-IN-WI CSA"
"IL0480","Chicago-Naperville, IL-IN-WI CSA"
"IL0320","Randolph:IL"
"IL0233","Springfield-Jacksonville-Lincoln, IL CSA"
"IL0311","St. Louis-St. Charles-Farmington, MO-IL CSA"
"IL0272","Chicago-Naperville, IL-IN-WI CSA"
"IL0428","Tazewell:IL"
"IL0304","Chicago-Naperville, IL-IN-WI CSA"
"IL0456","Chicago-Naperville, IL-IN-WI CSA"
"IL0495","McDonough:IL"
"IL0366","Chicago-Naperville, IL-IN-WI CSA"
"IL0378","Chicago-Naperville, IL-IN-WI CSA"
"IL0308","Champaign:IL"
"IL0301","Chicago-Naperville, IL-IN-WI CSA"
"IL0258","Chicago-Naperville, IL-IN-WI CSA"
"IL0274","Chicago-Naperville, IL-IN-WI CSA"
"IL0316","Peoria:IL"
"IL0460","Chicago-Naperville, IL-IN-WI CSA"
"IL0305","Chicago-Naperville, IL-IN-WI CSA"
"IL0244","Chicago-Naperville, IL-IN-WI CSA"
"IL0201","Chicago-Naperville, IL-IN-WI CSA"
"IN0142","Indianapolis-Carmel-Muncie, IN CSA"
"IN0337","South Bend-Elkhart-Mishawaka, IN-MI CSA"
"IN0091","Pike:IN"
"IN0056","South Bend-Elkhart-Mishawaka, IN-MI CSA"
"IN0005","Indianapolis-Carmel-Muncie, IN CSA"
"IN0009","Indianapolis-Carmel-Muncie, IN CSA"
"IN0006","Indianapolis-Carmel-Muncie, IN CSA"
"IN0345","Indianapolis-Carmel-Muncie, IN CSA"
"IN0043","Fort Wayne-Huntington-Auburn, IN CSA"
"IN0013","Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN CSA"
"IN0031","South Bend-Elkhart-Mishawaka, IN-MI CSA"
"IN0018","Daviess:IN"
"IN0021","Indianapolis-Carmel-Muncie, IN CSA"
"IN0256","Indianapolis-Carmel-Muncie, IN CSA"
"IN0410","Chicago-Naperville, IL-IN-WI CSA"
"IN0169","South Bend-Elkhart-Mishawaka, IN-MI CSA"
"IN0204","South Bend-Elkhart-Mishawaka, IN-MI CSA"
"IN0026","South Bend-Elkhart-Mishawaka, IN-MI CSA"
"IN0061","Chicago-Naperville, IL-IN-WI CSA"
"IN0028","Indianapolis-Carmel-Muncie, IN CSA"
"IN0047","Jay:IN"
"IN0059","Lagrange:IN"
"IN0267","Chicago-Naperville, IL-IN-WI CSA"
"IN0118","Vanderburgh:IN"
"IN0139","White:IN"
"IN0003","Fort Wayne-Huntington-Auburn, IN CSA"
"IN0135","Richmond-Connersville, IN CSA"
"IN0181","Chicago-Naperville, IL-IN-WI CSA"
"IN0012","Cass:IN"
"IN0109","South Bend-Elkhart-Mishawaka, IN-MI CSA"
"IN0101","Randolph:IN"
"IN0045","Indianapolis-Carmel-Muncie, IN CSA"
"IN0071","Indianapolis-Carmel-Muncie, IN CSA"
"IN0112","Sullivan:IN"
"IN0231","Vigo:IN"
"IN0039","Indianapolis-Carmel-Muncie, IN CSA"
"IN0004","Fort Wayne-Huntington-Auburn, IN CSA"
"IN0189","Pike:IN"
"IN0094","Wabash:IN"
"IN0017","Lafayette-West Lafayette-Frankfort, IN CSA"
"IN0134","Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN CSA"
"IN0120","Vermillion:IN"
"IN0238","Indianapolis-Carmel-Muncie, IN CSA"
"IN0326","Indianapolis-Carmel-Muncie, IN CSA"
"IN0076","Indianapolis-Carmel-Muncie, IN CSA"
"IN0193","Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN CSA"
"IN0096","Chicago-Naperville, IL-IN-WI CSA"
"IN0233","Fort Wayne-Huntington-Auburn, IN CSA"
"IN0164","Pike:IN"
"IN0260","Vanderburgh:IN"
"IN0265","Dubois:IN"
"IN0014","Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN CSA"
"IN0148","Bloomington-Bedford, IN CSA"
"IN0360","Indianapolis-Carmel-Muncie, IN CSA"
"IN0375","Chicago-Naperville, IL-IN-WI CSA"
"IN0334","Perry:IN"
"IN0359","Fort Wayne-Huntington-Auburn, IN CSA"
"IN0282","Perry:IN"
"IN0011","Lafayette-West Lafayette-Frankfort, IN CSA"
"IN0074","Indianapolis-Carmel-Muncie, IN CSA"
"IN0404","Indianapolis-Carmel-Muncie, IN CSA"
"IN0195","Fort Wayne-Huntington-Auburn, IN CSA"
"IN0377","Fort Wayne-Huntington-Auburn, IN CSA"
"IN0197","Blackford:IN"
"IN0407","Fort Wayne-Huntington-Auburn, IN CSA"
"IN0408","Fort Wayne-Huntington-Auburn, IN CSA"
"IN0394","Jefferson:IN"
"IN0049","Jefferson:IN"
"IN0190","Chicago-Naperville, IL-IN-WI CSA"
"IN0201","South Bend-Elkhart-Mishawaka, IN-MI CSA"
"IN0191","Daviess:IN"
"IN0391","Indianapolis-Carmel-Muncie, IN CSA"
"IN0379","Indianapolis-Carmel-Muncie, IN CSA"
"IN0237","Indianapolis-Carmel-Muncie, IN CSA"
"IN0178","Fort Wayne-Huntington-Auburn, IN CSA"
"IN0243","Richmond-Connersville, IN CSA"
"IN0084","Indianapolis-Carmel-Muncie, IN CSA"
"IN0327","Indianapolis-Carmel-Muncie, IN CSA"
"IN0289","Kokomo-Peru, IN CSA"
"IN0338","Cincinnati-Wilmington-Maysville, OH-KY-IN CSA"
"IN0385","Fort Wayne-Huntington-Auburn, IN CSA"
"IN0330","Fort Wayne-Huntington-Auburn, IN CSA"
"IN0241","Indianapolis-Carmel-Muncie, IN CSA"
"IN0306","Chicago-Naperville, IL-IN-WI CSA"
"IN0052","Indianapolis-Carmel-Muncie, IN CSA"
"IN0386","South Bend-Elkhart-Mishawaka, IN-MI CSA"
"IN0030","Cincinnati-Wilmington-Maysville, OH-KY-IN CSA"
"IN0051","Indianapolis-Carmel-Muncie, IN CSA"
"IN0389","Gibson:IN"
"IN0279","Bloomington-Bedford, IN CSA"
"IN0196","South Bend-Elkhart-Mishawaka, IN-MI CSA"
"IN0390","Grant:IN"
"IN0038","Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN CSA"
"IN0318","Indianapolis-Carmel-Muncie, IN CSA"
"IN0319","Indianapolis-Carmel-Muncie, IN CSA"
"IN0320","Indianapolis-Carmel-Muncie, IN CSA"
"IN0321","Indianapolis-Carmel-Muncie, IN CSA"
"IN0036","Indianapolis-Carmel-Muncie, IN CSA"
"IN0287","South Bend-Elkhart-Mishawaka, IN-MI CSA"
"IN0171","Indianapolis-Carmel-Muncie, IN CSA"
"IN0355","Indianapolis-Carmel-Muncie, IN CSA"
"IN0356","Indianapolis-Carmel-Muncie, IN CSA"
"IN0296","Chicago-Naperville, IL-IN-WI CSA"
"IN0281","Bloomington-Bedford, IN CSA"
"IN0283","South Bend-Elkhart-Mishawaka, IN-MI CSA"
"IN0065","Chicago-Naperville, IL-IN-WI CSA"
"IN0182","Chicago-Naperville, IL-IN-WI CSA"
"IN0249","Chicago-Naperville, IL-IN-WI CSA"
"IN0264","Chicago-Naperville, IL-IN-WI CSA"
"IN0367","Indianapolis-Carmel-Muncie, IN CSA"
"IN0353","Vigo:IN"
"IN0314","Chicago-Naperville, IL-IN-WI CSA"
"IN0309","Indianapolis-Carmel-Muncie, IN CSA"
"IN0266","Indianapolis-Carmel-Muncie, IN CSA"
"IN0373","Starke:IN"
"IN0144","Fort Wayne-Huntington-Auburn, IN CSA"
"IN0041","Kokomo-Peru, IN CSA"
"IN0184","Lagrange:IN"
"IN0188","Indianapolis-Carmel-Muncie, IN CSA"
"IN0253","Chicago-Naperville, IL-IN-WI CSA"
"IN0403","Bloomington-Bedford, IN CSA"
"IN0254","Bloomington-Bedford, IN CSA"
"IN0068","Indianapolis-Carmel-Muncie, IN CSA"
"IN0364","Grant:IN"
"IN0347","South Bend-Elkhart-Mishawaka, IN-MI CSA"
"IN0194","Martin:IN"
"IN0085","Indianapolis-Carmel-Muncie, IN CSA"
"IN0179","Indianapolis-Carmel-Muncie, IN CSA"
"IN0037","Indianapolis-Carmel-Muncie, IN CSA"
"IN0366","Knox:IN"
"IN0023","Indianapolis-Carmel-Muncie, IN CSA"
"IN0376","Fort Wayne-Huntington-Auburn, IN CSA"
"IN0156","Fort Wayne-Huntington-Auburn, IN CSA"
"IN0143","Chicago-Naperville, IL-IN-WI CSA"
"IN0046","Chicago-Naperville, IL-IN-WI CSA"
"IN0352","Chicago-Naperville, IL-IN-WI CSA"
"IN0310","Indianapolis-Carmel-Muncie, IN CSA"
"IN0099","Pulaski:IN"
"IN0280","Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN CSA"
"IN0357","Indianapolis-Carmel-Muncie, IN CSA"
"IN0277","Indianapolis-Carmel-Muncie, IN CSA"
"IN0284","South Bend-Elkhart-Mishawaka, IN-MI CSA"
"IN0100","Indianapolis-Carmel-Muncie, IN CSA"
"IN0183","South Bend-Elkhart-Mishawaka, IN-MI CSA"
"IN0315","Indianapolis-Carmel-Muncie, IN CSA"
"IN0322","Indianapolis-Carmel-Muncie, IN CSA"
"IN0104","Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN CSA"
"IN0127","Indianapolis-Carmel-Muncie, IN CSA"
"IN0339","South Bend-Elkhart-Mishawaka, IN-MI CSA"
"IN0417","South Bend-Elkhart-Mishawaka, IN-MI CSA"
"IN0369","South Bend-Elkhart-Mishawaka, IN-MI CSA"
"IN0323","Jefferson:IN"
"IN0419","Fort Wayne-Huntington-Auburn, IN CSA"
"IN0335","Fort Wayne-Huntington-Auburn, IN CSA"
"IN0313","Fort Wayne-Huntington-Auburn, IN CSA"
"IN0150","South Bend-Elkhart-Mishawaka, IN-MI CSA"
"IN0343","Indianapolis-Carmel-Muncie, IN CSA"
"IN0007","Indianapolis-Carmel-Muncie, IN CSA"
"IN0115","Lafayette-West Lafayette-Frankfort, IN CSA"
"IN0301","Chicago-Naperville, IL-IN-WI CSA"
"IN0312","Kokomo-Peru, IN CSA"
"IN0117","Cincinnati-Wilmington-Maysville, OH-KY-IN CSA"
"IN0374","Chicago-Naperville, IL-IN-WI CSA"
"IN0199","Knox:IN"
"IN0288","Lafayette-West Lafayette-Frankfort, IN CSA"
"IN0286","Vigo:IN"
"IN0331","Clay:IN"
"IN0311","Lafayette-West Lafayette-Frankfort, IN CSA"
"IN0185","Warrick:IN"
"IN0055","South Bend-Elkhart-Mishawaka, IN-MI CSA"
"IN0384","Daviess:IN"
"IN0362","Fort Wayne-Huntington-Auburn, IN CSA"
"IN0092","Richmond-Connersville, IN CSA"
"IN0268","Indianapolis-Carmel-Muncie, IN CSA"
"IN0075","Indianapolis-Carmel-Muncie, IN CSA"
"IN0086","Orange:IN"
"KS0222","Pottawatomie:KS"
"KS0001","Allen:KS"
"KS0354","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0002","Anderson:KS"
"KS0358","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0203","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0384","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0195","Ford:KS"
"KS0352","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0004","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0003","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0010","Cherokee:KS"
"KS0005","Barber:KS"
"KS0006","Barton:KS"
"KS0187","Dickinson:KS"
"KS0007","Bourbon:KS"
"KS0100","Wichita-Winfield, KS CSA"
"KS0008","Brown:KS"
"KS0012","Wichita-Winfield, KS CSA"
"KS0315","Wichita-Winfield, KS CSA"
"KS0011","Cheyenne:KS"
"KS0074","Montgomery:KS"
"KS0079","Neosho:KS"
"KS0217","Montgomery:KS"
"KS0216","Montgomery:KS"
"KS0193","Ford:KS"
"KS0244","Wichita-Winfield, KS CSA"
"KS0180","Joplin-Miami, MO-OK CSA"
"KS0188","Elk:KS"
"KS0218","Montgomery:KS"
"KS0207","Labette:KS"
"KS0199","Mcpherson:KS"
"KS0227","Wichita-Winfield, KS CSA"
"KS0061","Logan:KS"
"KS0048","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0223","Pratt:KS"
"KS0098","Saline:KS"
"KS0115","Wallace:KS"
"KS0111","Wichita-Winfield, KS CSA"
"KS0172","Clark:KS"
"KS0013","Clay:KS"
"KS0014","Cloud:KS"
"KS0016","Coffey:KS"
"KS0017","Comanche:KS"
"KS0018","Wichita-Winfield, KS CSA"
"KS0021","Decatur:KS"
"KS0194","Ford:KS"
"KS0026","Edwards:KS"
"KS0028","Ellis:KS"
"KS0029","Ellsworth:KS"
"KS0062","Lyon:KS"
"KS0030","Finney:KS"
"KS0031","Ford:KS"
"KS0209","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0196","Geary:KS"
"KS0032","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0034","Gove:KS"
"KS0035","Graham:KS"
"KS0037","Gray:KS"
"KS0038","Greeley:KS"
"KS0219","Neosho:KS"
"KS0039","Greenwood:KS"
"KS0040","Hamilton:KS"
"KS0068","Douglas:KS"
"KS0041","Harper:KS"
"KS0042","Wichita-Winfield, KS CSA"
"KS0043","Haskell:KS"
"KS0205","Labette:KS"
"KS0044","Hodgeman:KS"
"KS0335","Pottawatomie:KS"
"KS0045","Jackson:KS"
"KS0047","Jewell:KS"
"KS0049","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0053","Labette:KS"
"KS0050","Kearny:KS"
"KS0051","Kingman:KS"
"KS0232","Kiowa:KS"
"KS0210","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0056","Lane:KS"
"KS0213","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0374","Finney:KS"
"KS0058","Lincoln:KS"
"KS0059","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0060","Logan:KS"
"KS0064","Marshall:KS"
"KS0065","Mcpherson:KS"
"KS0069","Meade:KS"
"KS0161","Meade:KS"
"KS0317","Shawnee:KS"
"KS0229","Shawnee:KS"
"KS0015","Cloud:KS"
"KS0072","Mitchell:KS"
"KS0076","Morton:KS"
"KS0215","Montgomery:KS"
"KS0077","Nemaha:KS"
"KS0078","Neosho:KS"
"KS0080","Ness:KS"
"KS0081","Norton:KS"
"KS0146","Crawford:KS"
"KS0082","Osage:KS"
"KS0083","Osborne:KS"
"KS0084","Ottawa:KS"
"KS0220","Pawnee:KS"
"KS0085","Pawnee:KS"
"KS0125","Phillips:KS"
"KS0337","Harper:KS"
"KS0086","Pottawatomie:KS"
"KS0087","Pratt:KS"
"KS0088","Rawlins:KS"
"KS0089","Reno:KS"
"KS0090","Republic:KS"
"KS0387","Cherokee:KS"
"KS0121","Montgomery:KS"
"KS0092","Rice:KS"
"KS0102","Shawnee:KS"
"KS0095","Rooks:KS"
"KS0096","Rush:KS"
"KS0097","Russell:KS"
"KS0099","Scott:KS"
"KS0357","Labette:KS"
"KS0349","Cherokee:KS"
"KS0101","Seward:KS"
"KS0104","Sheridan:KS"
"KS0105","Sherman:KS"
"KS0107","Smith:KS"
"KS0108","Stafford:KS"
"KS0109","Stanton:KS"
"KS0110","Stevens:KS"
"KS0224","Riley:KS"
"KS0112","Thomas:KS"
"KS0348","Wichita-Winfield, KS CSA"
"KS0113","Trego:KS"
"KS0389","Crawford:KS"
"KS0116","Washington:KS"
"KS0117","Wichita:KS"
"KS0118","Wilson:KS"
"KS0150","Anderson:KS"
"KS0154","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0151","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0158","Bourbon:KS"
"KS0376","Brown:KS"
"KS0268","Saline:KS"
"KS0247","Dickinson:KS"
"KS0258","Norton:KS"
"KS0245","Wichita-Winfield, KS CSA"
"KS0257","Ness:KS"
"KS0261","Republic:KS"
"KS0345","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0264","Rice:KS"
"KS0241","Anderson:KS"
"KS0256","Neosho:KS"
"KS0246","Clay:KS"
"KS0255","Mitchell:KS"
"KS0253","Marion:KS"
"KS0248","Ellis:KS"
"KS0396","Ellis:KS"
"KS0243","Allen:KS"
"KS0238","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0235","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0254","Mcpherson:KS"
"KS0276","Washington:KS"
"KS0265","Rice:KS"
"KS0249","Ellsworth:KS"
"KS0263","Rice:KS"
"KS0259","Ottawa:KS"
"KS0267","Riley:KS"
"KS0147","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0251","Labette:KS"
"KS0237","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0250","Labette:KS"
"KS0240","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0269","Saline:KS"
"KS0122","Pottawatomie:KS"
"KS0272","Stafford:KS"
"KS0271","Shawnee:KS"
"KS0274","Wichita-Winfield, KS CSA"
"KS0365","Wichita-Winfield, KS CSA"
"KS0152","Cloud:KS"
"KS0173","Wichita-Winfield, KS CSA"
"KS0339","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0388","Shawnee:KS"
"KS0228","Wichita-Winfield, KS CSA"
"KS0174","Dickinson:KS"
"KS0167","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0170","Edwards:KS"
"KS0148","Lyon:KS"
"KS0281","Barton:KS"
"KS0266","Geary:KS"
"KS0375","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0164","Geary:KS"
"KS0160","Grant:KS"
"KS0364","Shawnee:KS"
"KS0394","Douglas:KS"
"KS0171","Harper:KS"
"KS0307","Wichita-Winfield, KS CSA"
"KS0380","Riley:KS"
"KS0316","Ellis:KS"
"KS0338","Wichita-Winfield, KS CSA"
"KS0342","Jackson:KS"
"KS0178","Jackson:KS"
"KS0168","Jewell:KS"
"KS0236","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0157","Lincoln:KS"
"KS0386","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0330","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0385","Crawford:KS"
"KS0162","Marion:KS"
"KS0153","Marshall:KS"
"KS0305","Mcpherson:KS"
"KS0071","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0175","Mitchell:KS"
"KS0166","Morris:KS"
"KS0239","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0233","Nemaha:KS"
"KS0392","Neosho:KS"
"KS0284","Osage:KS"
"KS0360","Labette:KS"
"KS0285","Pawnee:KS"
"KS0343","Pottawatomie:KS"
"KS0397","Wichita-Winfield, KS CSA"
"KS0393","Wichita-Winfield, KS CSA"
"KS0341","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0177","Cherokee:KS"
"KS0123","Kansas City-Overland Park-Kansas City, MO-KS CSA"
"KS0299","Rice:KS"
"KS0093","Riley:KS"
"KS0176","Sherman:KS"
"KS0400","Crawford:KS"
"KS0398","Reno:KS"
"KS0278","Washington:KS"
"KS0311","Wichita-Winfield, KS CSA"
"KS0399","Wichita-Winfield, KS CSA"
"KS0306","Wichita-Winfield, KS CSA"
"KS0169","Wilson:KS"
"KS0149","Wilson:KS"
"KS0270","Wichita-Winfield, KS CSA"
"KS0287","Woodson:KS"
"KY0088","Lexington-Fayette--Richmond--Frankfort, KY CSA"
"KY0073","Rowan:KY"
"KY0031","Cincinnati-Wilmington-Maysville, OH-KY-IN CSA"
"KY0135","Cincinnati-Wilmington-Maysville, OH-KY-IN CSA"
"KY0021","Lexington-Fayette--Richmond--Frankfort, KY CSA"
"KY0216","Charleston-Huntington-Ashland, WV-OH-KY CSA"
"KY0222","Trigg:KY"
"KY0496","Pulaski:KY"
"KY0450","Lexington-Fayette--Richmond--Frankfort, KY CSA"
"KY0217","Simpson:KY"
"KY0229","Webster:KY"
"KY0374","Paducah-Mayfield, KY-IL CSA"
"KY0495","Union:KY"
"KY0178","Laurel:KY"
"KY0199","Marshall:KY"
"KY0039","Union:KY"
"KY0196","Paducah-Mayfield, KY-IL CSA"
"KY0023","Cincinnati-Wilmington-Maysville, OH-KY-IN CSA"
"KY0143","Charleston-Huntington-Ashland, WV-OH-KY CSA"
"KY0071","Pike:KY"
"KY0002","Bowling Green-Glasgow, KY CSA"
"KY0488","Garrard:KY"
"KY0029","Charleston-Huntington-Ashland, WV-OH-KY CSA"
"KY0197","Paducah-Mayfield, KY-IL CSA"
"KY0155","Casey:KY"
"KY0171","Hickman:KY"
"KY0467","Harlan:KY"
"KY0033","Hart:KY"
"KY0169","Henderson:KY"
"KY0209","Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN CSA"
"KY0034","Henderson:KY"
"KY0173","Hopkins:KY"
"KY0012","Christian:KY"
"KY0198","Paducah-Mayfield, KY-IL CSA"
"KY0161","Fulton:KY"
"KY0148","Calloway:KY"
"KY0158","Bowling Green-Glasgow, KY CSA"
"KY0493","Hancock:KY"
"KY0043","Laurel:KY"
"KY0056","Marion:KY"
"KY0172","Hickman:KY"
"KY0505","Webster:KY"
"KY0131","Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN CSA"
"KY0142","Charleston-Huntington-Ashland, WV-OH-KY CSA"
"KY0403","Hopkins:KY"
"KY0059","Cincinnati-Wilmington-Maysville, OH-KY-IN CSA"
"KY0179","Laurel:KY"
"KY0062","Lexington-Fayette--Richmond--Frankfort, KY CSA"
"KY0064","Muhlenberg:KY"
"KY0011","Calloway:KY"
"KY0066","Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN CSA"
"KY0141","Charleston-Huntington-Ashland, WV-OH-KY CSA"
"KY0068","Ohio:KY"
"KY0040","Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN CSA"
"KY0030","Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN CSA"
"KY0069","Cincinnati-Wilmington-Maysville, OH-KY-IN CSA"
"KY0473","Breckinridge:KY"
"KY0506","Paducah-Mayfield, KY-IL CSA"
"KY0480","Bowling Green-Glasgow, KY CSA"
"KY0489","Bowling Green-Glasgow, KY CSA"
"KY0168","Henderson:KY"
"KY0194","Paducah-Mayfield, KY-IL CSA"
"KY0501","Lexington-Fayette--Richmond--Frankfort, KY CSA"
"KY0047","Lincoln:KY"
"KY0122","Christian:KY"
"KY0050","Paducah-Mayfield, KY-IL CSA"
"KY0079","Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN CSA"
"KY0230","Webster:KY"
"KY0459","Washington:KY"
"KY0058","Marshall:KY"
"KY0147","Caldwell:KY"
"KY0015","Daviess:KY"
"KY0024","Paducah-Mayfield, KY-IL CSA"
"KY0203","Muhlenberg:KY"
"KY0497","Paducah-Mayfield, KY-IL CSA"
"KY0338","Rowan:KY"
"KY0119","Adair:KY"
"KY0112","Clinton:KY"
"KY0099","Bowling Green-Glasgow, KY CSA"
"KY0293","Johnson:KY"
